,,tools,2015-12-28 17:57:17.559000
28.5119682,77.167093,rk,2015-12-28 17:57:17.559000
28.62977,77.23041,ASG,2015-12-28 18:01:47.340000
28.65631,77.23175,AB,2015-12-28 18:01:47.342000
51.64758,-0.16545,Augusto,2015-12-28 18:01:47.342000
28.54357,77.21096,CJ,2015-12-28 18:01:47.342000
28.5187918,77.1561141,RG,2015-12-28 18:01:47.342000
,,tools,2015-12-28 18:01:47.343000
28.5119682,77.167093,rk,2015-12-28 18:01:47.343000
28.62977,77.23041,ASG,2015-12-28 23:14:15.963000
28.65631,77.23175,AB,2015-12-28 23:14:15.967000
51.64758,-0.16545,Augusto,2015-12-28 23:14:15.968000
28.54357,77.21096,CJ,2015-12-28 23:14:15.969000
28.5187918,77.1561141,RG,2015-12-28 23:14:15.970000
,,tools,2015-12-28 23:14:15.970000
28.5119313,77.1671595,rk,2015-12-28 23:14:15.971000
28.62977,77.23041,ASG,2015-12-28 23:15:11.286000
28.65631,77.23175,AB,2015-12-28 23:15:11.291000
51.64758,-0.16545,Augusto,2015-12-28 23:15:11.291000
28.54357,77.21096,CJ,2015-12-28 23:15:11.292000
28.5187918,77.1561141,RG,2015-12-28 23:15:11.293000
,,tools,2015-12-28 23:15:11.293000
28.5119313,77.1671595,rk,2015-12-28 23:15:11.294000
28.62977,77.23041,ASG,2015-12-28 23:17:18.128000
28.65631,77.23175,AB,2015-12-28 23:17:18.131000
51.64758,-0.16545,Augusto,2015-12-28 23:17:18.131000
28.54357,77.21096,CJ,2015-12-28 23:17:18.132000
28.5187918,77.1561141,RG,2015-12-28 23:17:18.133000
,,tools,2015-12-28 23:17:18.133000
28.5119313,77.1671595,rk,2015-12-28 23:17:18.134000
28.62977,77.23041,ASG,2015-12-28 23:17:47.196000
28.65631,77.23175,AB,2015-12-28 23:17:47.198000
51.64758,-0.16545,Augusto,2015-12-28 23:17:47.199000
28.54357,77.21096,CJ,2015-12-28 23:17:47.200000
28.5187918,77.1561141,RG,2015-12-28 23:17:47.200000
,,tools,2015-12-28 23:17:47.201000
28.5119313,77.1671595,rk,2015-12-28 23:17:47.202000
28.62977,77.23041,ASG,2015-12-28 23:18:16.282000
28.65631,77.23175,AB,2015-12-28 23:18:16.283000
51.64758,-0.16545,Augusto,2015-12-28 23:18:16.284000
28.54357,77.21096,CJ,2015-12-28 23:18:16.285000
28.5187918,77.1561141,RG,2015-12-28 23:18:16.285000
,,tools,2015-12-28 23:18:16.286000
28.5119313,77.1671595,rk,2015-12-28 23:18:16.287000
28.62977,77.23041,ASG,2015-12-28 23:23:31.710000
28.65631,77.23175,AB,2015-12-28 23:23:31.740000
51.64758,-0.16545,Augusto,2015-12-28 23:23:31.741000
28.54357,77.21096,CJ,2015-12-28 23:23:31.742000
28.5187918,77.1561141,RG,2015-12-28 23:23:31.743000
,,tools,2015-12-28 23:23:31.744000
28.5118102,77.1668481,rk,2015-12-28 23:23:31.744000
28.62977,77.23041,ASG,2015-12-28 23:24:01.595000
28.65631,77.23175,AB,2015-12-28 23:24:01.596000
51.64758,-0.16545,Augusto,2015-12-28 23:24:01.597000
28.54357,77.21096,CJ,2015-12-28 23:24:01.597000
28.5187918,77.1561141,RG,2015-12-28 23:24:01.598000
,,tools,2015-12-28 23:24:01.598000
28.5118102,77.1668481,rk,2015-12-28 23:24:01.599000
28.62977,77.23041,ASG,2015-12-28 23:27:11.732000
